,device_id,lat,lon,timestamp
91,van007,16.267984,120.624009,
92,van007,14.127499,121.020832,
93,van007,14.590478,120.971441,
94,van007,15.868752,120.707263,
95,van007,14.801755,120.929867,
96,van007,15.865188,120.70812,
97,van007,15.391585,120.806928,
98,van007,999.0,999.0,2025-05-12 15:32:59
99,van007,15.473204,120.789803,
100,van007,999.0,999.0,2025-05-12 15:32:59
101,van007,15.656476,120.751547,
102,van007,15.921411,120.696382,
103,van007,14.700823,120.665543,
104,van007,14.805456,120.929163,
105,van007,999.0,999.0,2025-05-12 15:32:59
106,van007,15.500422,120.784132,
107,van007,999.0,999.0,2025-05-12 15:32:59
108,van007,999.0,999.0,2025-05-12 15:32:59
109,van007,999.0,999.0,2025-05-12 15:32:59
110,van007,15.407914,120.803532,
111,van007,999.0,999.0,2025-05-12 15:32:59
112,van007,999.0,999.0,2025-05-12 15:32:59
113,van007,14.792288,120.412081,
114,van007,999.0,999.0,2025-05-12 15:32:59
115,van007,14.455155,120.987775,
116,van007,999.0,999.0,2025-05-12 15:32:59
117,van007,999.0,999.0,2025-05-12 15:32:59
118,van007,14.595007,120.958976,
119,van007,999.0,999.0,2025-05-12 15:32:59
120,van007,15.992228,120.681611,
121,van007,13.850575,121.0488,
122,van007,999.0,999.0,2025-05-12 15:32:59
123,van007,999.0,999.0,2025-05-12 15:32:59
124,van007,13.950653,121.038681,
125,van007,999.0,999.0,2025-05-12 15:32:59
126,van007,999.0,999.0,2025-05-12 15:32:59
127,van007,999.0,999.0,2025-05-12 15:32:59
128,van007,999.0,999.0,2025-05-12 15:32:59
129,van007,14.831115,120.304437,
130,van007,999.0,999.0,2025-05-12 15:32:59
131,van007,14.659754,120.779461,
132,van007,999.0,999.0,2025-05-12 15:32:59
133,van007,14.784021,120.434878,
134,van007,999.0,999.0,2025-05-12 15:32:59
135,van007,999.0,999.0,2025-05-12 15:32:59
136,van007,14.220793,121.011451,
137,van007,14.796058,120.401816,
138,van007,999.0,999.0,2025-05-12 15:32:59
139,van007,15.683689,120.745893,
140,van007,14.783037,120.43762,
141,van007,999.0,999.0,2025-05-12 15:32:59
142,van007,999.0,999.0,2025-05-12 15:32:59
143,van007,999.0,999.0,2025-05-12 15:32:59
144,van007,13.83224,121.050592,
145,van007,999.0,999.0,2025-05-12 15:32:59
146,van007,999.0,999.0,2025-05-12 15:32:59
147,van007,14.430991,120.990225,
148,van007,15.520449,120.779915,
149,van007,999.0,999.0,2025-05-12 15:32:59
